has_left,business_travel,department,education,education_field,employee_id,job_level,job_role,monthly_income,percent_salary_hike,total_working_years,training_times_last_year,years_at_company,years_since_last_promotion,years_with_curr_manager,environment_satisfaction,job_satisfaction,work_life_balance,job_involvement,performance_rating
0,2,R&D,4,Medical,35,1,SalesExec,46840,16,2,4,2,2,2,4,2,2,3,3
1,1,R&D,3,Medical,36,2,Manager,157870,12,8,5,8,7,4,4,4,3,3,3
0,2,Sales,1,Marketing,37,1,LabTech,15140,14,4,3,4,1,2,2,4,2,3,3
0,2,Sales,2,Marketing,38,3,ResearchDir,29560,13,23,2,20,4,8,3,2,4,3,3
1,1,R&D,4,LifeSci,39,1,SalesExec,23350,14,0,3,0,0,0,3,3,3,2,3
0,1,Sales,2,LifeSci,40,1,LabTech,51540,19,12,2,11,6,9,3,2,2,2,3
0,2,R&D,3,Other,41,3,SalesExec,69620,12,4,2,1,0,0,3,3,3,2,3
0,1,R&D,3,LifeSci,42,2,LabTech,56750,13,13,2,4,1,2,4,2,3,2,3
0,1,R&D,1,LifeSci,43,1,LabTech,23790,12,22,6,22,0,4,4,2,3,3,3
0,1,Sales,3,LifeSci,44,1,Scientist,38120,15,0,3,0,0,0,4,3,3,3,3
0,1,R&D,3,Medical,45,1,SalesRep,46480,23,9,2,8,0,7,2,1,3,2,4
0,1,R&D,1,Tech,46,1,MfgDir,29360,12,10,2,8,7,7,2,4,2,3,3
0,1,Sales,4,Marketing,47,2,HR,21050,20,19,3,18,3,7,3,4,2,3,4
0,0,R&D,4,LifeSci,48,1,SalesExec,85780,21,11,4,9,0,8,2,2,3,3,4
0,1,Sales,3,Marketing,49,2,LabTech,27060,21,13,4,13,4,8,4,3,2,3,4
0,1,R&D,2,LifeSci,50,3,Scientist,63840,19,19,4,10,0,1,1,2,3,2,3
0,0,R&D,3,LifeSci,51,2,MfgDir,39680,13,12,3,5,1,2,4,3,3,2,3
0,1,R&D,1,Tech,52,3,Scientist,99070,13,6,3,5,0,3,3,4,3,2,3
0,1,Sales,4,Marketing,53,2,SalesExec,132250,21,9,2,2,1,0,1,1,3,3,4
0,2,R&D,1,Medical,54,1,SalesExec,35400,13,24,6,24,9,11,1,1,3,3,3
0,1,Sales,4,Marketing,55,2,Scientist,28040,19,3,0,2,2,2,3,4,1,3,3
0,2,R&D,3,LifeSci,56,4,ResearchDir,193920,12,12,3,10,8,8,4,2,3,3,3
0,1,Sales,4,LifeSci,57,1,SalesExec,196650,22,21,6,21,11,10,3,1,3,3,4
0,2,R&D,4,Medical,58,4,Scientist,24390,15,9,2,8,1,7,3,4,3,3,3
0,1,R&D,3,LifeSci,59,3,MfgDir,73140,22,25,2,7,0,7,3,3,3,3,4
1,1,R&D,1,LifeSci,60,2,Scientist,47740,18,11,2,8,7,7,3,2,2,3,3
0,1,R&D,4,Medical,61,3,Scientist,39020,22,4,2,4,1,2,3,2,2,3,4
0,1,R&D,3,LifeSci,62,3,Scientist,26620,11,13,6,13,11,9,3,2,3,4,3
0,1,R&D,2,Medical,63,4,ResearchDir,28560,12,5,5,5,0,4,4,3,3,4,3
0,1,Sales,3,LifeSci,64,2,HealthRep,10810,11,13,4,7,1,7,4,4,3,4,3
0,1,R&D,3,Tech,65,2,HealthRep,24720,13,10,2,7,0,7,1,4,2,3,3
1,1,R&D,4,Medical,66,1,SalesExec,56730,14,5,4,3,2,2,1,4,2,2,3
0,1,R&D,3,LifeSci,67,4,ResearchDir,41970,13,11,3,10,1,9,4,4,3,3,3
0,2,R&D,1,LifeSci,68,1,Manager,97130,17,10,5,10,8,9,3,3,3,2,3
0,2,R&D,4,Medical,69,1,Scientist,20620,13,21,4,21,13,3,3,4,3,3,3
1,1,R&D,1,Medical,70,1,LabTech,42840,17,12,0,1,0,0,4,3,2,3,3
0,2,Sales,2,LifeSci,71,4,Scientist,47880,11,9,0,7,0,1,2,4,2,3,3
0,1,R&D,3,LifeSci,72,2,HealthRep,59060,23,21,4,3,1,1,4,3,3,4,4
0,2,R&D,3,Medical,73,5,ResearchDir,38860,17,9,2,9,0,0,3,3,4,3,3
0,0,R&D,3,LifeSci,74,1,ResearchDir,168230,17,6,3,5,1,4,3,2,3,3,3
0,2,R&D,4,LifeSci,75,2,Scientist,29330,12,20,2,4,0,3,4,3,2,3,3
0,1,R&D,2,LifeSci,76,2,Manager,65000,23,10,3,1,0,0,3,1,2,3,4
0,1,Sales,1,Marketing,77,1,SalesExec,171740,14,12,6,10,9,8,4,4,3,3,3
0,1,R&D,4,Other,78,4,Scientist,50330,14,6,6,4,0,2,2,4,2,3,3
1,1,R&D,3,Medical,79,1,Scientist,23070,13,7,0,7,0,7,2,1,2,3,3
0,1,HR,3,Medical,80,3,SalesRep,25870,22,4,3,3,2,2,2,4,3,3,4
0,1,R&D,3,LifeSci,81,2,Scientist,55070,12,10,2,10,1,2,4,3,3,2,3
0,1,R&D,2,Medical,82,1,Manager,43930,18,8,2,8,0,7,2,2,3,2,3
0,1,Sales,4,LifeSci,83,2,HealthRep,133480,14,8,4,6,0,4,4,4,2,3,3
0,1,R&D,4,Medical,84,1,LabTech,65830,12,12,1,11,2,9,3,4,3,3,3
0,1,R&D,3,Medical,85,3,Manager,81030,15,11,5,11,4,10,3,4,3,3,3
0,1,R&D,4,LifeSci,86,3,SalesExec,39780,11,7,0,7,1,7,4,2,3,3,3
0,1,Sales,2,Tech,87,3,Manager,25440,13,17,3,16,0,13,3,2,3,4,3
0,1,R&D,4,LifeSci,88,1,MfgDir,53990,23,4,2,4,0,2,3,4,2,2,4
0,1,R&D,2,LifeSci,89,1,LabTech,54870,19,8,0,5,1,2,4,2,3,3,3
0,2,Sales,3,Medical,90,2,LabTech,68340,16,5,2,0,0,0,2,3,3,4,3
0,1,R&D,4,LifeSci,91,1,Manager,10910,22,16,0,1,0,0,1,4,3,1,4
0,0,Sales,4,Marketing,92,2,HR,57360,22,4,1,4,0,2,4,3,2,2,4
0,1,Sales,4,Medical,93,3,Scientist,22260,12,4,3,3,1,0,3,3,3,2,3
0,1,R&D,3,Medical,94,2,Scientist,57470,13,8,0,8,0,7,3,2,3,3,3
0,1,Sales,4,Medical,95,4,SalesExec,98540,16,15,2,0,0,0,1,3,1,2,3
0,1,R&D,5,Tech,96,2,MfgDir,54670,12,13,2,7,6,7,3,1,3,3,3
0,0,Sales,4,Other,97,1,HealthRep,53800,21,4,0,2,2,2,4,3,4,3,4
0,1,Sales,3,Medical,98,5,LabTech,51510,15,8,3,8,7,7,3,3,3,3,3
0,1,Sales,2,Medical,99,1,LabTech,21330,13,14,2,1,0,0,1,4,3,3,3
1,2,R&D,3,Medical,100,4,MfgDir,178750,12,3,5,3,1,2,1,2,3,2,3
0,0,HR,3,HR,101,2,LabTech,24320,22,7,4,1,0,0,4,4,3,1,4
0,2,R&D,3,LifeSci,102,2,Scientist,47710,13,16,2,13,1,12,1,4,3,3,3
0,1,R&D,4,LifeSci,103,5,Scientist,191610,18,15,2,3,1,2,4,3,3,1,3
0,1,R&D,3,Other,104,2,SalesExec,50870,14,10,3,7,1,7,4,3,3,3,3
0,0,R&D,5,LifeSci,105,2,Manager,28630,14,3,2,3,2,2,1,4,2,1,3
1,1,HR,2,HR,106,5,Manager,55610,21,1,3,1,0,0,4,3,3,1,4
0,1,R&D,3,LifeSci,107,4,Scientist,21440,19,17,3,5,0,3,3,1,3,4,3
0,0,Sales,4,Marketing,108,2,LabTech,30650,11,7,3,1,0,0,3,3,4,3,3
1,2,R&D,1,Medical,109,1,Scientist,28100,11,8,3,8,7,7,1,2,3,4,3
0,1,R&D,3,Medical,110,3,LabTech,98880,15,20,2,4,1,3,4,4,3,3,3
1,1,R&D,3,Medical,111,1,HealthRep,86280,20,8,2,6,1,0,3,3,3,2,4
0,1,R&D,3,LifeSci,112,4,HR,28670,24,3,5,2,2,2,3,2,3,3,4
1,1,HR,2,HR,113,1,LabTech,53730,12,1,2,1,0,0,3,2,3,3,3
0,1,R&D,3,LifeSci,114,2,ResearchDir,66670,12,6,6,3,1,2,4,4,3,4,3
0,1,R&D,3,LifeSci,115,3,SalesExec,50030,15,10,2,1,0,0,3,2,3,3,3
0,1,Sales,3,LifeSci,116,1,SalesExec,23670,12,5,2,5,0,4,4,2,3,3,3
0,1,R&D,2,Medical,117,3,Manager,28580,12,7,2,7,0,7,2,4,3,2,3
0,1,Sales,3,Tech,118,2,MfgDir,52040,14,26,3,5,0,0,2,3,3,3,3
0,1,R&D,2,LifeSci,119,1,SalesExec,41050,22,18,2,7,0,7,3,4,2,3,4
0,1,Sales,2,LifeSci,120,1,SalesExec,96790,12,6,1,2,2,2,4,3,3,3,3
1,0,R&D,3,LifeSci,121,1,SalesRep,56170,25,9,3,5,0,4,1,4,2,3,4
0,1,Sales,3,Marketing,122,1,LabTech,104480,13,30,3,5,1,2,3,4,3,3,3
0,1,R&D,3,LifeSci,123,5,Manager,28970,18,5,4,5,0,3,4,3,4,3,3
0,1,R&D,3,LifeSci,124,2,Manager,59680,13,1,3,1,0,0,3,2,3,3,3
1,2,Sales,3,LifeSci,125,2,Manager,75100,18,7,3,6,0,4,3,3,3,3,3
0,1,R&D,5,Other,126,1,Scientist,29910,19,2,3,2,1,2,1,2,3,2,3
0,1,R&D,3,Medical,127,5,HealthRep,196360,12,10,3,10,9,0,2,3,3,3,3
1,2,Sales,2,Marketing,128,3,Scientist,11290,19,3,2,1,0,0,3,4,3,2,3
0,1,R&D,1,Tech,129,1,SalesExec,133410,14,18,3,18,12,17,4,1,2,3,3
0,1,R&D,2,Medical,130,3,Scientist,43320,14,8,3,5,1,3,4,2,3,2,3
0,1,R&D,3,Medical,131,4,Manager,110310,12,8,2,5,1,2,2,1,3,2,3
0,1,Sales,1,Marketing,132,3,SalesExec,44400,11,18,3,1,0,1,3,2,2,2,3
0,1,Sales,2,LifeSci,133,1,SalesExec,46170,11,25,2,25,3,9,1,2,3,3,3
0,1,Sales,2,LifeSci,134,1,LabTech,26470,13,20,2,1,0,0,2,3,3,2,3
0,1,HR,3,LifeSci,135,2,MfgDir,63230,23,24,2,4,1,2,1,1,2,2,4
0,0,R&D,3,Medical,136,1,LabTech,56770,20,6,3,3,1,2,3,3,3,3,4
0,1,R&D,4,LifeSci,137,3,SalesExec,21870,15,13,2,13,3,12,2,1,1,2,3
0,2,Sales,3,LifeSci,138,1,MfgDir,37480,14,10,3,3,1,2,4,4,3,2,3
0,1,Sales,4,LifeSci,139,2,SalesRep,39770,18,8,3,5,0,2,3,3,3,3,3
0,1,HR,2,HR,140,1,MfgDir,86330,19,5,2,5,1,3,2,4,3,4,3
0,0,R&D,3,Medical,141,3,LabTech,20080,22,15,5,13,10,7,2,3,3,2,4
0,1,R&D,1,Medical,142,3,LabTech,44400,13,4,2,4,3,2,4,1,3,3,3
0,2,R&D,4,Tech,143,1,SalesExec,30670,20,21,5,21,1,6,2,3,3,1,4
0,2,R&D,4,LifeSci,144,3,SalesExec,53210,14,36,1,7,7,7,3,1,2,3,3
0,1,Sales,4,Medical,145,2,MfgDir,54100,17,6,2,5,4,4,2,3,3,3,3
0,1,R&D,3,Tech,146,3,Scientist,27820,14,10,2,10,0,7,2,1,3,2,3
0,1,R&D,3,Medical,147,3,HealthRep,119570,13,10,2,10,1,8,3,1,3,2,3
1,1,R&D,2,LifeSci,148,3,LabTech,26600,13,6,3,2,0,2,1,1,3,3,3
0,1,R&D,2,LifeSci,149,2,SalesRep,33750,21,28,2,5,0,4,4,3,3,2,4
0,1,R&D,3,Medical,150,1,SalesExec,50980,14,8,4,2,0,2,1,4,2,3,3
0,1,R&D,3,Medical,151,2,Scientist,48780,11,31,3,5,1,4,4,4,1,3,3
0,2,Sales,3,Marketing,152,2,HealthRep,28370,13,19,0,5,0,2,1,3,3,2,3
0,1,Sales,3,Marketing,153,1,SalesExec,24060,20,11,5,5,0,2,3,4,3,3,4
0,1,R&D,3,LifeSci,154,1,MfgDir,22690,18,33,4,29,11,10,1,1,1,3,3
0,1,Sales,4,Marketing,155,1,SalesExec,41080,14,19,5,10,0,8,3,3,2,2,3
0,2,R&D,4,Tech,156,4,SalesExec,132060,13,7,2,6,0,4,4,4,4,3,3
1,1,R&D,2,Medical,157,1,Scientist,104220,17,6,0,5,1,4,1,2,3,2,3
1,2,R&D,3,Medical,158,2,Scientist,137440,20,3,3,2,1,0,4,3,2,3,4
0,2,Sales,3,Marketing,159,2,SalesExec,49070,11,1,3,1,0,0,4,4,3,3,3
0,1,Sales,4,Marketing,160,1,SalesExec,34820,18,21,2,20,1,12,3,3,3,2,3
0,1,R&D,2,Medical,161,4,HealthRep,24360,24,3,2,3,0,2,1,4,1,4,4
0,0,R&D,3,Medical,162,2,SalesExec,23800,18,9,2,5,1,4,3,4,1,2,3
0,1,R&D,3,Medical,163,3,MfgDir,194310,11,10,3,10,0,7,2,3,3,3,3
1,1,R&D,4,LifeSci,164,3,Scientist,17900,16,6,4,2,1,1,3,2,4,2,3
1,1,R&D,3,Medical,165,1,SalesExec,76440,15,1,2,1,0,0,1,4,4,3,3
0,0,R&D,4,LifeSci,166,3,Scientist,51310,15,10,2,9,7,8,3,1,3,3,3
0,1,R&D,2,LifeSci,167,4,Scientist,63060,12,32,3,1,0,0,1,4,2,3,3
0,1,Sales,4,LifeSci,168,3,Manager,47870,12,28,3,27,15,7,2,3,3,3,3
0,0,Sales,2,LifeSci,169,3,LabTech,188800,22,12,3,11,6,7,3,4,2,3,4
0,2,R&D,3,LifeSci,170,4,LabTech,23390,20,22,4,18,13,11,3,1,4,3,4
0,1,R&D,3,Tech,171,5,MfgDir,135700,16,20,2,5,0,4,1,4,3,2,3
0,1,Sales,1,Tech,172,1,LabTech,67120,21,26,3,3,0,1,1,3,1,2,4
0,1,R&D,2,Medical,173,2,LabTech,54060,12,6,2,5,4,3,4,3,3,3,3
0,1,R&D,4,Medical,174,2,HR,89380,11,19,2,1,0,0,3,3,3,3,3
0,1,Sales,2,LifeSci,175,1,LabTech,24390,11,14,2,7,5,7,4,3,3,4,3
0,1,R&D,3,LifeSci,176,1,HealthRep,88370,18,15,3,3,1,2,3,4,3,2,3
0,1,R&D,3,LifeSci,177,2,ResearchDir,53430,14,13,3,13,0,8,3,2,4,3,3
1,1,R&D,3,LifeSci,178,4,ResearchDir,67280,22,15,2,7,7,7,2,3,4,2,4
1,1,Sales,4,Marketing,179,2,ResearchDir,66520,25,8,5,4,1,3,1,4,3,3,4
0,1,R&D,3,LifeSci,180,1,SalesExec,48500,12,4,4,3,1,2,4,2,3,3,3
0,1,R&D,2,Medical,181,2,SalesRep,28090,23,10,2,8,0,0,4,3,3,1,4
1,2,R&D,2,Medical,182,2,SalesExec,56890,15,12,2,1,0,0,1,3,3,2,3
1,2,Sales,1,Marketing,183,1,ResearchDir,20010,22,11,5,3,0,2,2,1,3,4,4
0,2,R&D,4,Medical,184,1,Scientist,29770,15,8,3,2,2,0,2,3,3,2,3
0,0,R&D,4,Medical,185,1,Scientist,40250,11,10,3,10,9,7,2,4,2,3,3
1,2,R&D,3,Medical,186,2,LabTech,37850,13,4,2,2,1,2,3,3,3,3,3
0,1,R&D,3,Medical,187,1,LabTech,108540,14,14,6,9,6,7,2,4,3,3,3
0,1,R&D,3,Medical,188,1,SalesExec,120310,11,37,5,10,7,7,1,2,3,3,3
0,0,R&D,2,LifeSci,189,2,Scientist,99360,17,16,2,14,1,10,4,4,3,2,3
0,1,R&D,3,Medical,190,1,SalesRep,29660,18,15,2,11,6,9,2,3,3,2,3
0,1,R&D,3,LifeSci,191,2,LabTech,25710,14,22,1,20,5,13,2,3,3,3,3
0,2,R&D,1,Medical,192,1,Scientist,99910,16,8,3,8,0,7,3,3,3,3,3
0,1,R&D,4,LifeSci,193,3,ResearchDir,61420,13,10,2,6,0,5,2,4,4,2,3
0,1,R&D,3,Medical,194,3,SalesExec,53900,14,10,3,10,5,8,4,1,2,3,3
0,1,R&D,1,Medical,195,4,SalesExec,44040,23,9,2,8,3,7,4,2,4,3,4
1,2,R&D,1,LifeSci,196,2,LabTech,59930,12,8,3,7,1,0,3,3,2,3,3
0,1,R&D,3,Medical,197,1,Scientist,51300,11,8,3,3,1,2,4,4,4,2,3
0,1,R&D,3,Medical,198,1,LabTech,20900,16,10,2,6,0,5,1,3,3,3,3
0,1,R&D,4,LifeSci,199,1,SalesExec,29090,14,10,2,5,0,1,3,4,2,3,3
1,2,R&D,3,Tech,200,1,SalesExec,34680,18,0,4,0,0,0,2,2,3,4,3
0,0,R&D,4,Tech,201,2,LabTech,30680,19,20,3,1,0,1,3,1,3,2,3
0,0,R&D,3,LifeSci,202,2,MfgDir,26700,15,10,2,8,0,7,1,3,3,2,3
0,1,R&D,4,Medical,203,3,HealthRep,26930,17,8,3,0,0,0,1,3,3,2,3
0,1,R&D,4,Medical,204,2,HR,95260,15,5,2,5,0,3,1,3,3,2,3
0,1,R&D,3,Medical,205,1,LabTech,52370,19,10,3,10,5,7,4,4,3,2,3
1,1,Sales,3,Marketing,206,2,MfgDir,24260,22,1,3,1,0,0,3,4,1,1,4
0,1,R&D,1,LifeSci,207,1,SalesExec,41930,16,12,5,6,1,2,2,4,4,3,3
0,2,R&D,1,Medical,208,5,HR,29110,13,28,3,2,1,2,1,3,2,3,3
0,1,R&D,1,LifeSci,209,1,ResearchDir,26610,14,22,2,18,11,8,2,1,3,3,3
0,0,R&D,2,Medical,210,1,SalesExec,20280,16,9,3,9,7,7,1,2,3,3,3
0,1,Sales,1,Medical,211,1,LabTech,99800,11,18,2,10,6,9,4,1,3,3,3
1,0,R&D,2,LifeSci,212,2,ResearchDir,32980,22,6,4,4,1,2,4,3,3,2,4
0,2,Sales,3,LifeSci,213,1,HealthRep,29350,14,3,5,2,2,1,4,4,3,2,3
0,1,R&D,3,LifeSci,214,1,Scientist,154270,16,18,2,1,0,0,3,3,3,3,3
0,1,R&D,4,Tech,215,5,Scientist,39440,11,8,3,6,4,3,2,2,2,3,3
0,1,Sales,1,LifeSci,216,1,SalesExec,40110,18,31,2,31,0,9,4,3,3,1,3
0,1,Sales,3,Marketing,217,1,SalesExec,34070,15,6,2,6,1,4,2,4,3,2,3
0,1,R&D,4,Tech,218,4,SalesExec,119940,14,6,6,5,1,4,1,2,4,3,3
0,1,Sales,3,Medical,219,1,LabTech,12320,12,1,4,1,0,0,4,2,3,1,3
0,2,Sales,2,Marketing,220,1,SalesExec,29600,14,32,2,32,10,7,1,2,3,3,3
0,1,R&D,3,LifeSci,221,1,Scientist,190940,16,7,3,7,0,6,2,3,3,2,3
1,2,R&D,3,Medical,222,2,Scientist,39190,21,6,3,6,1,2,1,3,3,3,4
1,2,R&D,3,Other,223,2,HealthRep,68250,14,1,2,1,0,0,2,1,4,3,3
0,1,Sales,2,LifeSci,224,4,ResearchDir,102480,12,6,4,6,1,3,2,4,3,3,3
1,1,R&D,1,Medical,225,1,SalesRep,189470,12,9,2,3,1,2,2,1,1,2,3
0,1,R&D,3,LifeSci,226,5,SalesExec,24960,17,9,3,3,0,2,1,4,3,3,3
0,1,Sales,3,Marketing,227,2,SalesExec,64650,17,13,3,7,5,7,1,4,4,3,3
0,1,Sales,4,Medical,228,1,SalesRep,22060,14,6,4,5,0,3,1,3,2,3,3
0,1,Sales,4,Marketing,229,2,LabTech,20860,14,17,3,3,1,0,4,3,2,3,3
0,1,R&D,4,Medical,230,1,SalesRep,22930,13,1,3,1,0,0,4,2,4,1,3
0,1,R&D,4,LifeSci,231,2,MfgDir,26450,15,10,5,10,2,2,3,4,3,3,3
0,1,R&D,5,Tech,232,2,SalesExec,26830,11,21,3,1,0,0,2,4,2,3,3
0,1,HR,4,Medical,233,1,HR,20140,17,8,5,0,0,0,3,1,2,4,3
0,2,Sales,3,Medical,234,2,HealthRep,34190,11,10,5,8,4,7,4,3,3,3,3
0,1,R&D,1,Medical,235,2,LabTech,53760,13,21,3,3,0,2,4,1,1,4,3
0,1,Sales,4,Marketing,236,2,SalesExec,19510,22,10,4,2,0,2,1,3,4,4,4
0,1,R&D,4,LifeSci,237,1,LabTech,23410,20,8,3,8,0,6,3,3,3,2,4
1,1,Sales,3,LifeSci,238,2,Scientist,22930,18,5,0,4,0,2,3,1,3,3,3
0,1,Sales,2,LifeSci,239,3,SalesExec,87260,11,3,2,3,1,2,3,3,3,1,3
0,1,R&D,2,LifeSci,240,1,LabTech,40110,14,26,2,2,0,1,4,4,4,3,3
0,1,R&D,2,Medical,241,2,LabTech,195450,14,3,3,2,2,2,1,3,3,2,3
0,1,Sales,4,Marketing,242,2,MfgDir,45680,18,6,2,5,1,2,3,3,3,3,3
0,1,R&D,1,LifeSci,243,1,HealthRep,30220,16,6,3,6,0,5,1,4,2,3,3
0,2,R&D,5,Tech,244,3,Manager,57720,17,1,3,1,0,0,3,3,3,3,3
0,1,R&D,3,Other,245,3,Manager,22690,11,18,2,14,8,10,4,1,4,2,3
0,1,R&D,5,Medical,246,1,Scientist,53810,12,10,0,10,8,8,2,4,2,3,3
1,2,R&D,4,LifeSci,247,3,ResearchDir,34410,13,5,5,1,0,0,1,1,3,3,3
0,1,R&D,2,LifeSci,248,1,MfgDir,54540,13,3,5,3,0,2,3,4,3,4,3
0,1,R&D,3,Medical,249,1,Manager,98840,14,10,3,10,7,8,3,3,3,2,3
0,1,R&D,3,LifeSci,250,1,HealthRep,41570,17,6,2,6,1,2,2,3,2,3,3
0,1,R&D,5,Medical,251,4,LabTech,134580,11,17,3,17,11,8,2,4,3,3,3
0,2,R&D,3,Tech,252,2,LabTech,90690,25,15,3,13,4,7,3,4,1,3,4
0,1,R&D,2,LifeSci,253,2,SalesExec,40140,19,16,4,9,7,1,3,2,4,2,3
0,1,R&D,3,LifeSci,254,2,Scientist,59150,13,13,3,3,0,2,2,2,3,2,3
0,1,Sales,3,Marketing,255,5,ResearchDir,59930,14,5,3,4,1,1,1,4,3,1,3
1,1,R&D,3,LifeSci,256,5,SalesRep,61620,12,1,2,1,1,1,4,3,3,2,3
1,2,R&D,4,Medical,257,1,LabTech,24060,11,10,3,10,9,7,1,1,3,3,3
0,0,R&D,1,Medical,258,1,Scientist,187400,19,1,2,1,0,0,3,3,3,4,3
0,1,R&D,3,LifeSci,259,1,HealthRep,76370,11,5,3,3,0,2,1,1,4,3,3
0,1,R&D,3,Medical,260,2,MfgDir,100960,11,4,3,3,1,2,4,2,3,3,3
0,1,R&D,3,LifeSci,261,5,Scientist,147560,20,8,3,7,0,5,4,4,3,2,4
0,2,Sales,4,LifeSci,262,4,HealthRep,64990,18,10,3,10,2,8,2,4,3,2,3
0,1,R&D,3,Tech,263,1,SalesExec,97240,13,12,2,2,2,2,2,2,3,4,3
0,2,Sales,3,Tech,264,5,LabTech,21940,12,6,5,6,0,4,4,4,3,3,3
0,1,R&D,3,LifeSci,265,3,Manager,33880,11,4,2,1,0,0,4,4,3,4,3
0,1,Sales,3,Medical,266,1,LabTech,54730,19,20,2,20,3,8,4,3,3,4,3
0,1,R&D,1,Medical,267,1,HealthRep,27030,21,9,2,8,7,7,4,2,4,3,4
1,1,R&D,2,LifeSci,268,1,HealthRep,25010,12,4,3,2,2,0,1,3,3,1,3
0,1,R&D,5,Medical,269,1,SalesRep,62200,14,20,2,20,11,10,4,3,3,3,3
0,1,R&D,3,LifeSci,270,5,Scientist,30380,11,10,5,10,0,8,4,4,2,1,3
1,2,R&D,2,Medical,271,4,SalesRep,44240,14,18,2,4,1,3,2,3,3,2,3
0,1,R&D,4,LifeSci,272,1,SalesExec,43120,12,10,2,9,1,8,2,4,2,2,3
0,1,R&D,3,Medical,273,5,Scientist,132450,23,9,3,9,0,7,3,1,3,2,4
0,1,Sales,3,Medical,274,2,SalesExec,136640,14,10,6,7,7,7,3,4,3,3,3
0,1,R&D,3,Medical,275,5,SalesExec,50210,17,20,3,7,1,7,4,1,3,3,3
0,2,R&D,4,Medical,276,3,HR,51260,18,20,2,18,1,12,4,1,3,3,3
0,1,R&D,1,LifeSci,277,2,LabTech,28590,18,32,2,5,1,3,3,3,3,3,3
0,1,Sales,3,Medical,278,1,SalesExec,102390,24,23,3,21,12,6,2,4,2,3,4
0,1,R&D,2,LifeSci,279,5,LabTech,53290,20,10,3,2,2,2,1,1,3,4,4
